code UIC complet;libellé point d'arrêt;libellé;libellé STIF (info voyageurs);libellé SMS gare;nom gare;adresse;code INSEE commune;commune;X;Y;Guichet adapté PMR;Boucle magnétique;Portes automatiques d'accès au BV;Bandes d'éveil de vigilance ;CAB Passage Elargi Contrôlé (nombre);Nombre d'ascenceurs (1);Escaliers mécaniques (Nbre);Abris à vélos (Nombre) ;Gare non SNCF
87682146;COMBS LA VILLE QUINCY;COMBS LA VILLE QUINCY;GARE DE COMBS LA VILLE QUINCY;Combs la V.;Combs-la-Ville-Quincy;Avenue de la Gare, 77380 Combs La Ville;77122; Combs-la-Ville;615562;2407644;1;1;1;1;1;0;;1;0
87272047;COMPANS;COMPANS;GARE DE COMPANS;Compans;Compans;Rue saint Lambert 77920 Compans;77123; Compans;624069;2443765;0;0;0;0;Pas de CAB;0;;0;0
87381459;CONFLANS FIN D'OISE;CONFLANS FIN D'OISE;GARE DE CONFLANS FIN D'OISE;Conflans FO;Conflans-fin-d'Oise;Place Geoges Clémenceau;78172; Conflans-Sainte-Honorine;580817;2443481;1;1;1;;3;7;2;2;0
87381897;CONFLANS SAINTE-HONORINE;CONFLANS SAINTE-HONORINE;GARE DE CONFLANS STE HONORINE;Conflans FO;Conflans-Sainte-Honorine;2 Ter Rue Eugène Berrurier 78700 Conflans Ste Honorine;78172; Conflans-Sainte-Honorine;582539;2444350;1;1;1;0;2;4;;2;0
87681007;CORBEIL ESSONNES;CORBEIL ESSONNES;GARE DE CORBEIL ESSONNES;Corbeil;Corbeil-Essonnes;Place Henri Barbusse 91100 Corbeil Essonnes;91174; Corbeil-Essonnes;610134;2401727;1;1;1;1;Pas de CAB;0;;2;0
87381863;CORMEILLES EN PARISIS;CORMEILLES EN PARISIS;GARE DE CORMEILLES EN PARISIS;Cormeilles;Cormeilles-en-Parisis;1 Place Pierre Sémard 95240 Cormeilles en Parisis;95176; Cormeilles-en-Parisis;589514;2441174;1;0;0;0;1;0;;1;0
87116731;COUILLY SAINT-GERMAIN QUINCY;COUILLY SAINT-GERMAIN QUINCY;GARE DE COUILLY ST GERMAIN QUINCY;;Couilly-Saint-Germain-Quincy;Place de la Gare 77860 Saint-Germain-sur-Morin;77413; Saint-Germain-sur-Morin;637980;2431719;0;1;0;0;Pas de CAB;0;;0;0
87116301;COULOMMIERS;COULOMMIERS;GARE DE COULOMMIERS;;Coulommiers;Place du 8 mai 1945 77120 Coulommiers;77131; Coulommiers;654789;2423522;0;1;0;0;Pas de CAB;0;;1;0
87382200;COURBEVOIE;COURBEVOIE;GARE DE COURBEVOIE;Courbevoie;Courbevoie;Rue de Sébastopol 92400 Courbevoie;92026; Courbevoie;593505;2433334;0;1;0;0;Pas de CAB;0;;1;0
87758888;COURCELLE SUR YVETTE;COURCELLE SUR YVETTE;GARE DE COURCELLE SUR YVETTE;;;;91272; Gif-sur-Yvette;582513;2411404;;;;;;;;;1
87116772;CRECY LA CHAPELLE;CRECY LA CHAPELLE;GARE DE CRECY LA CHAPELLE;;Crécy-la-Chapelle;Routes des bouleurs 77580 Crécy-la-Chapelle;77142; Crécy-la-Chapelle;641790;2429174;0;1;0;0;Pas de CAB;0;;1;0
87332965;CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);;;;91016;Angerville;574879;2374705;;;;;;;;;0
87276006;CREIL;CREIL;GARE DE CREIL;;;;60175; Creil;609657;2474053;;;;;;;;;0
87271593;CREPY EN VALOIS;CREPY EN VALOIS;GARE DE CREPY EN VALOIS;;;;60176; Crépy-en-Valois;640231;2470526;;;;;;;;;0
87116640;CROUY SUR OURCQ;CROUY SUR OURCQ;GARE DE CROUY SUR OURCQ;;Crouy-sur-Ourcq;Rue du Houssoy 77840 Crouy-sur-Ourcq;77148; Crouy-sur-Ourcq;653092;2455083;0;1;0;1;Pas de CAB;0;;0;0
87271536;DAMMARTIN JUILLY SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;GARE DE DAMMARTIN JUILLY ST MARD;;Dammartin-Juilly-Saint-Mard;1 place de la gare 77230 Saint-Mard;77420; Saint-Mard;626505;2448270; ;1;0;0;Pas de CAB;0;;1;0
87758631;DENFERT ROCHEREAU;DENFERT ROCHEREAU;DENFERT ROCHEREAU;;;;75114; Paris;599706;2426214;;;;;;;;;1
87276345;DEUIL MONTMAGNY;DEUIL MONTMAGNY;GARE DE DEUIL MONTMAGNY;Deuil Montm.;Deuil-Montmagny;Avenue du Commandant Manoukian;95197; Deuil-la-Barre;600091;2441960;1;1;1;0;Pas de CAB;0;;1;0
87276436;DOMONT;DOMONT;GARE DE DOMONT;Domont;Domont;PLACE DE LA GARE 95330 DOMONT;95199; Domont;600071;2448290;1;1;1;0;2;0;;1;0
87684233;DORDIVES;DORDIVES;GARE DE DORDIVES;;;;45127; Dordives;631704;2349920;;;;;;;;;0
87545525;DOURDAN;DOURDAN;GARE DE DOURDAN;Dourdan;Dourdan;Place Amédée Guénée 91410   Dourdan ;91200; Dourdan;575856;2392813;0;1;0;0;Pas de CAB;0;;0;0
87540179;DOURDAN LA FORET;DOURDAN LA FORET;GARE DE DOURDAN LA FORET;Dourdan La F;Dourdan-la-Forêt;Chemin du Champ de course 91410   Dourdan;91200; Dourdan;574762;2393047;0;0;0;0;Pas de CAB;0;;0;0
87271403;DRANCY;DRANCY;GARE DE DRANCY;Drancy;Drancy;193, Rue Anatole France, 93700 Drancy;93029; Drancy;608697;2437189;1;1;1;1;1;2;2;1;0
87393488;DREUX;DREUX;GARE DE DREUX;;;;28134; Dreux;528915;2415183;;;;;;;;;0
87276394;ECOUEN EZANVILLE;ECOUEN EZANVILLE;GARE D'ECOUEN EZANVILLE;Ecouen Ez.;Ecouen-Ezanville;PLACE DE LA GARE 95440 ECOUEN;95229; Ezanville;601949;2447182;0;1;1;0;1;0;;1;0
87545475;EGLY;EGLY;GARE D'EGLY;Egly;Egly;Impasse de la Masure 91520   Egly ;91207; Egly;591569;2398199;0;1;0;0;Pas de CAB;0;;1;0
87116046;EMERAINVILLE - PONTAULT COMBAULT;EMERAINVILLE PONTAULT COMBAULT;GARE D'EMERAINVILLE PONTAULT COMBAULT;Emerainville;Emerainville-Pontault-Combault;2 avenue de la gare 77184 Emerainville;77373; Pontault-Combault;620667;2423103;1;1;1;0;1;2;;1;0
87276022;ENGHIEN LES BAINS;ENGHIEN LES BAINS;GARE D'ENGHIEN LES BAINS;Enghien;Enghien-les-Bains;rue du Départ, 95880 Enghien-les-Bains;95210; Enghien-les-Bains;597805;2441649;1;1;1;0;Pas de CAB;0;;1;0
87394114;EPERNON;EPERNON;GARE D'EPERNON;;;;28140; Epernon;547684;2398510;;;;;;;;;0
87545228;EPINAY SUR ORGE;EPINAY SUR ORGE;GARE D'EPINAY SUR ORGE;Epinay / O;Epinay-sur-Orge;1, Place Stalingrad 91360   Epinay-sur-Orge ;91216; Epinay-sur-Orge;599662;2407869;0;1;0;0;Pas de CAB;0;;1;0
87271148;EPINAY SUR SEINE;EPINAY SUR SEINE;GARE D'EPINAY SUR SEINE;Epinay / S.;Epinay-sur-Seine;Place de la Nouvelle Gare, 93800 Epinay-sur-Seine;93031; Epinay-sur-Seine;597506;2439552;0;1;0;0;Pas de CAB;0;;1;0
87271122;EPINAY VILLETANEUSE;EPINAY VILLETANEUSE;GARE D'EPINAY VILLETANEUSE;Epinay V.;Epinay-Villetaneuse;Route de Saint-Leu 93800 Villetaneuse;93031; Epinay-sur-Seine;599439;2440021;1;1;0;0;Pas de CAB;0;;1;0
87276147;EPLUCHES;EPLUCHES;GARE D'EPLUCHES;Epluches;Epluches;Impasse de la Gare 95310 Saint-Ouen-l'Aumône;95572; Saint-Ouen-l'Aumône;584312;2450746;0;0;0;0;Pas de CAB;0;;0;0
87386763;EPONE MEZIERES;EPONE MEZIERES;GARE D'EPONES MEZIERES;Epônes-Méz.;Epône-Mézières;Place de la Gare 78680 Epône;78217; Epône;561323;2440699;0;1;0;0;Pas de CAB;0;;1;0
87381418;ERAGNY NEUVILLE;ERAGNY NEUVILLE;GARE D'ERAGNY NEUVILLE;Eragny-Neuv.;Eragny-Neuville;Place Alexandre Prachay 95610 Eragny sur Oise;95218; Eragny;582031;2446697;0;1;0;0;Pas de CAB;0;;1;0
87276584;ERMONT HALTE;ERMONT HALTE;GARE D'ERMONT HALTE;Ermont Halte;Ermont-Halte;Rue de la Halte 95120 Ermont;95219; Ermont;594634;2443520;1;1;0;0;Pas de CAB;0;;1;0
87276055;ERMONT EAUBONNE;ERMONT EAUBONNE;GARE D'ERMONT EAUBONNE;Ermont Eaub.;;;95219; Ermont;595205;2442502;1;1;1;1;2;4;2;0;0
87116327;ESBLY;ESBLY;GARE D'ESBLY;Esbly;;;77171; Esbly;634794;2433973;1;1;1;0;Pas de CAB;0;;0;0
87681601;ESSONNES ROBINSON;ESSONNES ROBINSON;GARE D'ESSONNES ROBINSON;Essonnes R.;Essonnes-Robinson;Bld Combes Marnes, 91100 Corbeil Essonnes;91174; Corbeil-Essonnes;609442;2400852;0;0;0;0;Pas de CAB;0;;1;0
87545137;ETAMPES;ETAMPES;GARE D'ETAMPES;Etampes;Etampes;Place du Général Leclerc 91150   Etampes;91223; Etampes;586897;2382008;0;1;0;0;1;0;;1;0
87683201;ETIGNY VERON;ETIGNY VERON;GARE D'ETIGNY VERON;;;;89160; Etigny;670960;2349200;;;;;;;;;0
87545145;ETRECHY;ETRECHY;GARE D'ETRECHY;Etréchy;Etréchy;Boulevard Pasteur 91580   Etrechy;91226; Etréchy;589492;2388317;0;1;0;0;Pas de CAB;0;;0;0
87387001;EVREUX;EVREUX;GARE D'EVREUX EMBRANCHEMENT;;;;27229; Evreux;513153;2447374;;;;;;;;;0
87681361;EVRY - Val de Seine;EVRY - Val de Seine;GARE D'EVRY;Evry;Evry;Avenue du Gl Patton 91000 Evry;91228; Evry;608516;2403998;0;1;0;0;Pas de CAB;0;;0;0
87681387;EVRY COURCOURONNES - Centre;EVRY COURCOURONNES - Centre;GARE D'EVRY COURCOURONNES;Evry Courc.;Evry-Courcouronnes;Place des droits de L'homme 91000 Evry;91228; Evry;606801;2403012;1;1;1;1;2;5;8;0;0
87116277;FAREMOUTIERS POMMEUSE;FAREMOUTIERS POMMEUSE;GARE DE FAREMOUTIERS POMMEUSE;;Faremoutiers-Pommeuse;avenue de la Bilbauderie 77515 Pommeuse;77371; Pommeuse;648258;2423549;0;0;0;0;Pas de CAB;0;;0;0
87684241;FERRIERES FONTENAY;FERRIERES FONTENAY;GARE DE FERRIERES FONTENAY;;;;45148; Fontenay-sur-Loing;632455;2344251;;;;;;;;;0
87682427;FONTAINE LE PORT;FONTAINE LE PORT;GARE DE FONTAINE LE PORT;;Fontaine-le-Port;Quai Fernand Soupeaux 77590 Fontaine-le-Port;77188; Fontaine-le-Port;630674;2387714;0;0;0;1;Pas de CAB;0;;0;0
87758763;FONTAINE MICHALON;FONTAINE MICHALON;GARE DE FONTAINE MICHALON;;;;92002; Antony;597063;2416078;;;;;;;;;1
87682211;FONTAINEBLEAU AVON;FONTAINEBLEAU AVON;GARE DE FONTAINEBLEAU AVON;;Fontainebleau-Avon;Place de la gare 77210 Avon;77014; Avon;628874;2379793;1;1;1;0;Pas de CAB;0;;1;0
87758714;FONTENAY AUX ROSES;FONTENAY AUX ROSES;GARE DE FONTENAY AUX ROSES;;;;92032; Fontenay-aux-Roses;596727;2421014;;;;;;;;;1
87393405;FONTENAY LE FLEURY;FONTENAY LE FLEURY;GARE DE FONTENAY LE FLEURY;Fontenay;Fontenay-le-Fleury;Rue Georges Pompidou - D127  78330 Fontenay le Fleury;78242; Fontenay-le-Fleury;578254;2423259;1;1;1;0;1;0;;1;0
87758128;FONTENAY SOUS BOIS;FONTENAY SOUS BOIS;GARE DE FONTENAY SOUS BOIS;;;;94033; Fontenay-sous-Bois;609388;2427238;;;;;;;;;1
87276071;FRANCONVILLE LE PLESSIS BOUCHARD;FRANCONVILLE LE PLESSIS BOUCHARD;GARE DE FRANCONVILLE LE PLESSIS BOUCHARD;Franconville;Franconville-Le Plessis-Bouchard;Place de la gare 95130 Franconville;95252; Franconville;592629;2443909;1;1;0;0;2;0;;1;0
87113894;FREINVILLE SEVRAN (T4);FREINVILLE SEVRAN;FREINVILLE SEVRAN;;Freinville-Sevran;Boulevard d'Aulnay 93270 Sevran;93071; Sevran;613380;2436549;0;0;0;1;Pas de CAB;0;;0;0
87276659;FREPILLON;FREPILLON;GARE DE FREPILLON;Frépillon;Frépillon;Avenue Gaston Bourry 95740 Frépillon;95256; Frépillon;589810;2449807;0;0;0;0;Pas de CAB;0;;0;0
87113514;GAGNY;GAGNY;GARE DE GAGNY;Gagny;Gagny;Place de Verdun 93220 Gagny;93032; Gagny;613963;2431681;1;1;1;1;1;2;1;1;0
87393439;GARANCIERES LA QUEUE;GARANCIERES LA QUEUE;GARE DE GARANCIERES LA QUEUE;Garancières;Garancières-la-Queue;Place de la gare 78890 Garancière la Queue;78265; Garancières;557992;2423706;0;1;0;0;Pas de CAB;0;;0;0
87382259;GARCHES MARNES LA COQUETTE;GARCHES MARNES LA COQUETTE;GARE DE GARCHES MARNES LA COQUETTE;Garches;;;92033; Garches;589010;2426672;1;1;1;1;1;2;;1;0
87271023;GARE DU NORD;GARE DU NORD;GARE DU NORD RER;;;;75110;;601529;2431239;;;;;;;;;1
87113860;GARGAN (T4);GARGAN;GARGAN;;Gargan;Boulevard Louis Pasteur 93320 Les Pavillons sous Bois;93057; Livry-Gargan;613259;2434455;0;0;0;1;Pas de CAB;0;;0;0
87381566;GARGENVILLE;GARGENVILLE;GARE DE GARGENVILLE;Gargenville;Gargenville;Place de la Gare 78440 Gargenville;78267; Gargenville;561355;2442892;0;1;0;0;Pas de CAB;0;;0;0
87276196;GARGES SARCELLES;GARGES SARCELLES;GARE DE GARGES SARCELLES;Garges S.;Garges-Sarcelles;Boulevard Maurice Thorez 95140 Garges les Gonesses;95268; Garges-les-Gonesse;603969;2442086;1;1;1;1;1;2;1;1;0
87393348;GAZERAN;GAZERAN;GARE DE GAZERAN;;Gazeran;Rue du Château d'Eau 78125 Gazeran;78269; Gazeran;558278;2403186;0;0;0;1;Pas de CAB;0;;0;0
87271205;GENNEVILLIERS;GENNEVILLIERS;GARE DE GENNEVILLIERS;Gennevill.;;;92036; Gennevilliers;597844;2437276;0;1;0;0;1;2;2;1;0
87758656;GENTILLY;GENTILLY;GARE DE GENTILLY;;;;94037; Gentilly;600331;2424086;;;;;;;;;1
87758870;GIF SUR YVETTE;GIF SUR YVETTE;GARE DE GIF SUR YVETTE;;;;91272; Gif-sur-Yvette;585285;2411110;;;;;;;;;1
87381244;GISORS;GISORS;GARE DE GISORS;;;;27284; Gisors;559847;2476541;;;;;;;;;0
87276246;GOUSSAINVILLE;GOUSSAINVILLE;GARE DE GOUSSAINVILLE;Goussainv.;Goussainville;Place du 8 mai 1945 95190 Goussainvilles;95280; Goussainville;609269;2447338;1;1;0;1;1;0;;0;0
87681353;GRAND BOURG;GRAND BOURG;GARE DE GRAND BOURG;Grand Bourg;Grand-Bourg;Passage à niveau n°1O  Grand bourg 91000 Evry;91521; Evry;607365;2405486;0;1;0;0;Pas de CAB;0;;0;0
87393645;GRAVIGNY BALIZY;GRAVIGNY BALIZY;GARE DE GRAVIGNY BALIZY;Gravigny B.;Gravigny-Balizy;Rue des Templiers 91160   Longjumeau ;91345; Longjumeau;598612;2409631;0;1;0;0;Pas de CAB;0;;0;0
87116012;GRETZ ARMAINVILLIERS;GRETZ ARMAINVILLIERS;GARE DE GRETZ ARMAINVILLIERS;Gretz;Gretz-Armainvilliers;Avenue de la Liberté 77220 Gretz-Armainvilliers;77215; Gretz-Armainvilliers;628860;2416398;0;1;0;;Pas de CAB;0;;0;0
87681379;GRIGNY CENTRE;GRIGNY CENTRE;GARE DE GRIGNY CENTRE;Grigny;Grigny-Centre ;Route de Corbeil 91350 Grigny centre;91286; Grigny;604390;2406107;1;1;1;1;1;2;4;0;0
87276592;GROS NOYER SAINT-PRIX;GROS NOYER SAINT-PRIX;GARE DE GROS NOYER ST PRIX;Gros Noyer;Gros-Noyer-Saint-Prix;Rue du gros Noyer 95120 Ermont;95219; Ermont;594300;2444335;1;1;0;0;Pas de CAB;0;;1;0
87276360;GROSLAY;GROSLAY;GARE DE GROSLAY;Groslay;Groslay;Rue Charles de Gaulles;95288; Groslay;601247;2442937;1;1;1;1;Pas de CAB;2;;1;0
87116269;GUERARD LA CELLE SUR MORIN;GUERARD LA CELLE SUR MORIN;GARE DE GUERARD LA CELLE SUR MORIN;;Guérard-La Celle-sur-Morin;PLACE DE LA GARE 77580 GUERARD;77219; Guérard;645440;2423730;0;0;0;0;Pas de CAB;0;;0;0
87545129;GUILLERVAL;GUILLERVAL;GARE DE GUILLERVAL;;;;91294; Guillerval;579491;2375083;0;0;0;0;Pas de CAB;0;;0;0
87281899;HAUSSMANN SAINT-LAZARE;HAUSSMANN SAINT-LAZARE;HAUSSMANN ST LAZARE;Haussmann;Paris Saint-Lazare;13 Rue d'Amsterdam 75008 Paris;75109; Paris;599394;2430580;1;1;1;1;5;7;58;0;0
87381889;HERBLAY;HERBLAY;GARE DE HERBLAY;Herblay;Herblay;Place Gabriel Peri 95220 Herblay;95306; Herblay;587220;2443593;0;1;0;0;1;0;;1;0
87682435;HERICY;HERICY;GARE DE HERICY;;Héricy;Avenue Fernand Dalaine 77850 Hericy;77226; Héricy;631375;2382752;0;0;0;1;Pas de CAB;0;;0;0
87393462;HOUDAN;HOUDAN;GARE DE HOUDAN;Houdan;Houdan;Boulevard de la Gare 78550 Houdan;78310; Houdan;546028;2422206;0;1;0;0;Pas de CAB;2;;0;0
87386409;HOUILLES CARRIERES SUR SEINE;HOUILLES CARRIERES SUR SEINE;GARE DE HOUILLES CARRIERES SUR SEINE;Houilles-C.;Houilles-Carrières-sur-Seine;Place André Malraux (Rond point);78311; Houilles;588854;2435854;1;1;1;1;3;4;1;1;0
87393561;IGNY;IGNY;GARE D'IGNY;Igny;Igny;1, Avenue Jean Jaurès 91430   Igny ;91312; Igny;592247;2415729;0;1;0;0;Pas de CAB;0;;0;0
87393033;INVALIDES;INVALIDES;INVALIDES;Invalides;Invalides;2, Rue Esnault Pelterie 75007   Paris ;75107; Paris;598245;2429338;0;1;1;1;1;3;10;0;0
87116616;ISLES ARMENTIERES CONGIS;ISLES ARMENTIERES CONGIS;GARE D'ISLES ARMENTIERES CONGIS;;Isles-Armentières-Congis;Rue de la gare 77440 Isles-les-Meldeuses;77231; Isles-les-Meldeuses;649130;2444652;;;;;;;;;0
87381574;ISSOU PORCHEVILLE;ISSOU PORCHEVILLE;GARE D'ISSOU PORCHEVILLE;Issou Porch.;Issou-Porcheville;Rue de la Gare 78440 Issou;78314; Issou;559608;2442490;0;0;0;1;Pas de CAB;0;;0;0
87393074;ISSY;ISSY;GARE D'ISSY;Issy;Issy;87, Avenue de Verdun 92130   Issy-les-Moulineaux ;92040; Issy-les-Moulineaux;594329;2424633;1;1;1;0;1;0;;0;0
87393306;ISSY VAL DE SEINE;ISSY VAL DE SEINE;GARE D'ISSY VAL DE SEINE;Issy V. de S;Issy Val-de-Seine;87, Avenue de Verdun 92130   Issy-les-Moulineaux ;92040; Issy-les-Moulineaux;594615;2425670;1;0;0;0;1;2;2;0;0
87545301;IVRY SUR SEINE;IVRY SUR SEINE;GARE D'IVRY SUR SEINE;Ivry / Seine;Ivry-sur-Seine;Place Marcel Cachin 94200   Ivry-sur-Seine ;94041; Ivry-sur-Seine;604009;2424000;1;1;0;0;1;0;;1;0
87393066;JAVEL;JAVEL;JAVEL;Javel;Javel;Rond point du Pont Mirabeau 75015   Paris;75115; Paris;595620;2427536;1;1;0;0;1;0;;0;0
87683243;JOIGNY;JOIGNY;GARE DE JOIGNY;;;;89206; Joigny;678960;2331004;;;;;;;;;0
87758144;JOINVILLE LE PONT;JOINVILLE LE PONT;GARE DE JOINVILLE LE PONT;;;;94042; Joinville-le-Pont;609353;2424744;;;;;;;;;1
87394155;JOUY;JOUY;GARE DE JOUY;;;;28201; Jouy;542505;2390547;;;;;;;;;0
87393512;JOUY EN JOSAS;JOUY EN JOSAS;GARE DE JOUY EN JOSAS;Jouy en J.;Jouy-en-Josas;Avenue Jean Jaurès 78350   Jouy-en-Josas ;78322; Jouy-en-Josas;587274;2418511;0;1;0;0;Pas de CAB;0;;1;0
87430918;JOUY SUR MORIN CHAMPGOULIN;JOUY SUR MORIN CHAMPGOULIN;CHAMPGOULIN;;;;77240; Jouy-sur-Morin;667619;2421868;;;;;;;;;0
87430900;JOUY SUR MORIN EUSTACHE;JOUY SUR MORIN EUSTACHE;EUSTACHE LENOIR;;;;77240; Jouy-sur-Morin;668397;2422611;;;;;;;;;0
87430884;JOUY SUR MORIN MONUMENT;JOUY SUR MORIN MONUMENT;JOUY SUR MORIN MONUMENT;;;;77240; Jouy-sur-Morin;668922;2421772;;;;;;;;;0
87545244;JUVISY;JUVISY;GARE DE JUVISY;Juvisy;;;91326; Juvisy-sur-Orge;603440;2410102;1;1;0;1;2;9;1;0;0
87381558;JUZIERS;JUZIERS;GARE DE JUZIERS;Juziers;Juziers;Avenue de la Gare 78820 Juziers;78327; Juziers;564059;2443912;0;1;0;1;Pas de CAB;0;;0;0
87271171;LA BARRE ORMESSON;LA BARRE ORMESSON;GARE DE LA BARRE ORMESSON;La Barre O.;Barre-Ormesson (La);2? Rue de la Concorde, 95170 Deuil La Barre;95197; Deuil-la-Barre;598544;2440910;1;1;1;0;Pas de CAB;1;;1;0
87276287;LA BORNE BLANCHE;LA BORNE BLANCHE;GARE DE LA BORNE BLANCHE;Borne Blanch;;;60482; Orry-la-Ville;612501;2458661;;;;;;;;;0
87382432;LA CELLE SAINT-CLOUD;LA CELLE SAINT-CLOUD;GARE DE LA CELLE ST CLOUD;La Celle;Celle-Saint-Cloud (La);Place Jean Mermoz 78170 La Celle Saint Cloud;78126; La Celle-Saint-Cloud;585419;2427150;1;1;1;0;Pas de CAB;0;;1;0
87271304;LA COURNEUVE AUBERVILLIERS;LA COURNEUVE AUBERVILLIERS;GARE DE LA COURNEUVE AUBERVILLIERS;La Courneuve;Courneuve-Aubervilliers (La);Av Victor Hugo, 93120 La Courneuve;93027; La Courneuve;603531;2436171;1;1;0;1;Pas de CAB;1;;0;0
87758748;LA CROIX DE BERNY;LA CROIX DE BERNY;GARE DE LA CROIX DE BERNY FRESNES;;;;92002; Antony;597674;2418219;;;;;;;;;1
